assay_chembl_id,n_records,n_compounds,types,year,confidence_score,cell_name,description
CHEMBL2184930,1,1,IC50,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as reduction in peak tail current by whole cell patch clamp assay
CHEMBL687508,1,1,Inhibition,1997.0,8,,Inhibition of Ikr current in isolated guinea pig myocytes during a 0.5 s voltage clamp step from -50 to -10 mV at 1000 nM
CHEMBL6182796,1,1,IC50,2025.0,9,,Inhibition of hERG stably expressed in HEK293 cells by whole-cell patch-clamp technique
CHEMBL6182801,1,1,Inhibition,2025.0,9,,Inhibition of hERG stably expressed in HEK293 cells at 10 uM by whole-cell patch-clamp technique relative to control
CHEMBL6184984,1,1,Inhibition,2025.0,9,,Inhibition of human ERG transfected in CHO cells at 30 uM by whole cell patch clamp recording
CHEMBL6185673,1,1,Inhibition,2025.0,9,,Inhibition of hERG up to 30 mM by patch clamp assay
CHEMBL6185724,1,1,IC50,2025.0,9,,Inhibition of hERG by patch clamp assay
CHEMBL2173975,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM by electrophysiological ion flux assay
CHEMBL2174912,1,1,IC50,2012.0,9,,Inhibition of human ERG by patch clamp technique
CHEMBL2176196,1,1,INH,2012.0,9,,Inhibition of human ERG
CHEMBL2176456,1,1,Activity,2012.0,9,,Binding affinity to human ERG at 1 uM by radioligand displacement assay
CHEMBL2176623,1,1,Activity,2012.0,9,,Binding affinity to human ERG
CHEMBL2182407,1,1,IC50,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells by whole cell voltage clamp assay
CHEMBL2183278,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG alpha subunit expressed in HEK293 cells at 10 to 30 uM
CHEMBL819650,1,1,EC25,2001.0,8,,IKr activity in ferret papillary muscle
CHEMBL6188279,1,1,Inhibition,2025.0,9,,Inhibition of hERG expressed in HEK293 cells at 10 uM by manual patch clamp assay relative to control
CHEMBL656375,1,1,IC50,2002.0,8,COS-7,K+ channel blocking activity in COS-7 African green monkey kidney derived cells expressing HERG Kv11.1
CHEMBL656604,1,1,IC50,2002.0,9,COS-7,K+ channel blocking activity in COS-7 African green monkey kidney derived cells expressing HERG Kv11.1
CHEMBL662311,1,1,IC50,2002.0,9,,K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1
CHEMBL686881,1,1,Inhibition,1997.0,8,,Inhibition of Ikr current in isolated guinea pig myocytes during a 0.5 s voltage clamp step from -50 to -10 mV at 100 nM
CHEMBL687333,1,1,IC50,1995.0,8,,Blockade of the delayed rectifier K+ current (IKr) of guinea pig myocytes
CHEMBL1810895,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL1810943,1,1,IC50,2011.0,9,,Binding affinity to human ERG by radioligand binding assay
CHEMBL2168498,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2168600,1,1,IC50,2012.0,9,,Inhibition of human ERG by manual patch clamp assay
CHEMBL2169230,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human recombinant ERG expressed in HEK293 cells at 10 uM by fluorescence-based membrane potential analysis
CHEMBL2169519,1,1,Inhibition,2012.0,9,,Inhibition of human ERG
CHEMBL2172900,1,1,IC50,2012.0,9,,Inhibition of human ERG by Rb ion flux assay
CHEMBL2173019,1,1,Activity,2012.0,9,CHO,Displacement of Cy3b-tagged dofetilide from human ERG expressed in CHO cells by fluorescence polarization assay
CHEMBL2173536,1,1,Inhibition,2012.0,9,CHO-K1,Inhibition of human ERG expressed in CHOK1 cells at 10 uM after 5 mins by whole-cell patch clamp assay
CHEMBL766815,1,1,IC50,2003.0,9,,Inhibition of K+ channel activity in mammalian cells expressing HERG Kv11.1
CHEMBL768698,1,1,Inhibition,2001.0,9,,Inhibition of human ERG potassium channel Kv11.1 at 10 uM
CHEMBL1051458,1,1,Activity,2009.0,8,HEK293,Inactivation of Kv1.2 channel expressed in + 30 mV-stimulated HEK293 cells assessed as decay time constant of inactivated K+ current at 100 uM applied extracellularly (Rvb =2703 +/- 633 ms)
CHEMBL1041817,1,1,Inhibition,2010.0,9,,Inhibition of human ERG channel
CHEMBL1043076,1,1,Activity,2009.0,9,,Inhibition of human ERG at 10 uM
CHEMBL1043077,1,1,Activity,2009.0,9,,Inhibition of human ERG at 3 uM
CHEMBL1043202,1,1,Activity,2009.0,9,,Binding affinity to human ERG
CHEMBL2186403,1,1,Inhibition,2012.0,9,,Inhibition of human ERG expressed in rat at 100 nM after 2 to 3 days by patch clamp assay
CHEMBL2186736,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 3 uM by patch clamp assay
CHEMBL830529,1,1,Inhibition,2005.0,9,,Percent inhibition of hERG by rubidium efflux FLIPR assay at concentration of 5 ug/mL; Not tested 
CHEMBL831576,1,1,Inhibition,2005.0,9,,Percent inhibition of hERG by rubidium efflux FLIPR assay at concentration of 5 ug/mL; Not tested
CHEMBL832717,1,1,IC50,2005.0,9,,Inhibitory concentration against human Kv11.1 ERG potassium channel
CHEMBL834175,1,1,Inhibition,2004.0,9,HEK293,Percent inhibition of human ether-a-go-go related gene (hERG) channel expressed in HEK293 cells in standard whole cell voltage-clamp assay; not determined
CHEMBL836212,1,1,Inhibition,2004.0,9,HEK293,Percent inhibition of human ether-a-go-go related gene (hERG) channel expressed in HEK293 cells in standard whole cell voltage-clamp assay
CHEMBL841078,1,1,IC50,2001.0,9,,Inhibitory concentration against hERG currents after prolonged depolarizing pulses
CHEMBL841079,1,1,IC50,2001.0,9,,Inhibition of hERG currents Kv11.1
CHEMBL826271,1,1,Inhibition,2005.0,9,,Compound (1 uM) tested for inhibition of hERG voltage clamp was determined
CHEMBL827917,1,1,IC50,2005.0,8,,Inhibition of Potassium channel HERG
CHEMBL828081,1,1,Ki,2005.0,8,,Binding affinity against Potassium channel HERG was determined
CHEMBL828432,1,1,IC50,2005.0,9,HEK293,In vivo inhibitory concentration against displacement of 35[S] MK-499 binding to hERG channel expressed in HEK293 cells
CHEMBL749472,1,1,IC50,2002.0,9,,K+ channel blocking activity in neuroblastoma cells expressing HERG Kv11.1
CHEMBL2183479,1,1,Inhibition,2012.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2183581,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2184032,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2168496,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 33 uM
CHEMBL2156833,1,1,IC50,2012.0,9,,Inhibition of human ERG by IonWorks assay
CHEMBL2156882,1,1,IC50,2012.0,9,CHO,Inhibition of human Erg expressed in CHO cells after 5 mins
CHEMBL2160726,1,1,IC50,2012.0,9,,Binding affinity to human ERG by ion flux assay
CHEMBL2161153,1,1,Inhibition,2011.0,9,,Inhibition of human ERG at 30 uM
CHEMBL2091838,1,1,IC50,2012.0,9,,Binding affinity to human ERG
CHEMBL2162302,1,1,IC50,2012.0,9,,Inhibition of human ERG by Ionworks assay
CHEMBL2162428,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM by patch clamp assay
CHEMBL2163105,1,1,IC50,2012.0,9,,Displacement of [3H]-astemizole from human ERG
CHEMBL2166000,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2167210,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human ERG expressed in human HEK293 cells at 10 uM by patch clamp assay
CHEMBL2167443,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM by radioligand displacement assay
CHEMBL2167605,1,1,Inhibition,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells at 31.6 uM by patch clamp assay
CHEMBL2154390,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 30 uM
CHEMBL855008,1,1,Ki,2006.0,9,,Binding affinity to hERG
CHEMBL855608,1,1,Inhibition,2006.0,9,,Inhibition of hERG at 30 uM
CHEMBL829576,1,1,IC50,2004.0,9,,Inhibitory activity against human Potassium channel HERG; ND denotes not determined
CHEMBL2149352,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 1 uM by patch clamp assay
CHEMBL2149353,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2150540,1,1,IC50,2011.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells
CHEMBL2071944,1,1,IC50,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells after 3 mins by patch clamp assay
CHEMBL2071948,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM
CHEMBL2072706,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL1046361,1,1,Activity,2009.0,9,,Binding affinity to human ERG channel
CHEMBL1039315,1,1,Inhibition,2009.0,9,CHO,Inhibition of human ERG expressed in CHO cells at 1 uM
CHEMBL1039908,1,1,Activity,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells at 20 uM
CHEMBL1039909,1,1,Activity,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells at 60 uM
CHEMBL1039910,1,1,Activity,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells at 30 uM
CHEMBL1039911,1,1,Activity,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells at 100 uM
CHEMBL1039912,1,1,Activity,2009.0,9,HEK293,Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells at 5 uM
CHEMBL2155364,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 100 uM
CHEMBL2156227,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM by radioligand displacement assay
CHEMBL2156333,1,1,Inhibition,2012.0,9,,Inhibition of human ERG upto 100 uM
CHEMBL1819679,1,1,IC50,2011.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2091635,1,1,IC50,2012.0,9,CHO,Inhibition of human ERG expressed in CHO cells by IonWorks assay
CHEMBL2060325,1,1,IC50,2012.0,9,,Inhibition of human ERG by Herg fluorescence polarization assay
CHEMBL2060605,1,1,Inhibition,2012.0,9,,Inhibition of human Erg at 10 uM
CHEMBL2060621,1,1,IC50,2012.0,9,HEK293,Displacement of [3H]dofetilide from human Erg expressed in human HEK293 cells
CHEMBL2060687,1,1,Activity,2012.0,9,,Displacement of dofetilide from human ERG
CHEMBL861216,1,1,Ki,2006.0,9,,Binding affinity to hERG by radioligand binding assay
CHEMBL862040,1,1,IC50,2006.0,9,,Inhibitory activity against human hERG receptor
CHEMBL854889,1,1,IC50,2007.0,9,,Inhibition of hERG in patch-clamp assay
CHEMBL2073629,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2089933,1,1,IC50,2012.0,9,,Inhibition of human hERG
CHEMBL2090131,1,1,Inhibition,2012.0,8,,Inhibition of human ERG at 10 uM
CHEMBL1821020,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL1826008,1,1,IC50,2011.0,9,,Inhibition of human ERG channel by patch clamp assay
CHEMBL1816995,1,1,Inhibition,2011.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as inhibition of potassium channel current at 10 uM after 5 mins by patch clamp assay
CHEMBL2149351,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay
CHEMBL2044716,1,1,IC50,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay
CHEMBL2045039,1,1,IC50,2012.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay
CHEMBL2046027,1,1,Inhibition,2011.0,9,,Inhibition of human Erg
CHEMBL2049550,1,1,Inhibition,2012.0,9,,Inhibition of human Erg
CHEMBL2049735,1,1,Inhibition,2012.0,9,,Inhibition of human Erg at 10 uM
CHEMBL2050026,1,1,IC50,2012.0,9,,Inhibition of human ERG by astemizole assay
CHEMBL2050027,1,1,IC50,2012.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL864238,1,1,IC50,2006.0,9,,Binding affinity to hERG
CHEMBL864914,1,1,IC50,2006.0,9,,Affinity for human ERG channel by patch clamp assay
CHEMBL865554,1,1,Ki,2006.0,9,,Displacement of [3H]dofetilide from human ERG channel
CHEMBL865568,1,1,Inhibition,2006.0,9,CHO,Inhibition of hERG potassium channel expressed in CHO cells by whole cell patch clamp method at 10 uM
CHEMBL855770,1,1,Ki,2007.0,9,HEK293,Binding affinity to hERG expressed in HEK293 cells
CHEMBL855890,1,1,Activity,2006.0,9,HEK293,Inhibition of [3H]dofetilide binding to HERG expressed in HEK293 cells at 1000 nM
CHEMBL1817375,1,1,Inhibition,2011.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as inhibition of tail current at holding potential of -70 mV at 20 uM after 10 mins by whole-cell patch clamp method
CHEMBL1817377,1,1,Inhibition,2011.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as inhibition of tail current at holding potential of -70 mV at 1 uM after 10 mins by whole-cell patch clamp method relative to control
CHEMBL1817378,1,1,Inhibition,2011.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells assessed as inhibition of tail current at holding potential of -70 mV at 3.16 uM after 10 mins by whole-cell patch clamp method relative to control
CHEMBL886475,1,1,IC20,2007.0,9,,Inhibition of hERG current by patch clamp electrophysiology assay
CHEMBL1041011,1,1,Ki,2009.0,9,,Displacement of dofrtilide from human ERG channel
CHEMBL1031436,1,1,Inhibition,2008.0,9,,Inhibition of human ERG at 3 uM
CHEMBL1032303,1,1,IC50,2008.0,8,,Inhibition of human ERG
CHEMBL1035711,1,1,IC50,2008.0,9,,Inhibition of human ERG
CHEMBL1036186,1,1,Ki,2009.0,9,,Binding affinity to human ERG channel
CHEMBL886510,1,1,Inhibition,2007.0,9,,Inhibition of hERG at 5 mg/mL
CHEMBL886671,1,1,Activity,2007.0,9,HEK293,Displacement of [3H]dofetilide from hERG expressed in HEK cells at 10 uM
CHEMBL867451,1,1,IC50,2006.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells
CHEMBL867939,1,1,Inhibition,2006.0,9,HEK293,Inhibition of hERG channel current in HEK293 cells at 1 uM
CHEMBL868799,1,1,Ki,2006.0,9,,Binding affinity to hERG
CHEMBL868945,1,1,IC50,2006.0,9,CHO,Inhibitory activity against human hERG receptor expressed in CHO cells by whole cell voltage clamp assay
CHEMBL870188,1,1,IC50,2006.0,9,,Inhibition of IKr
CHEMBL2067584,1,1,IC50,2012.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2040133,1,1,Inhibition,2012.0,9,,Displacement of dofetilide from human ERG at 10 uM
CHEMBL2040331,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM
CHEMBL2050733,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL2051023,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2034490,1,1,Inhibition,2012.0,9,,Displacement of astemizole from human ERG at 10 uM
CHEMBL2034507,1,1,IC50,2012.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2037899,1,1,Ki,2012.0,9,,Displacement of [3H]dofetilide from human ERG
CHEMBL2038295,1,1,IC50,2012.0,9,,Inhibition of human Erg
CHEMBL2038328,1,1,Inhibition,2012.0,9,,Inhibition of human ERG up to 10 uM by patch clamp assay
CHEMBL2038379,1,1,Inhibition,2012.0,9,,Inhibition of human Erg at 300 uM
CHEMBL2038956,1,1,IC50,2012.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2039052,1,1,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL2039158,1,1,Inhibition,2012.0,8,,Displacement of dofetilide from ERG at 10 uM
CHEMBL2039631,1,1,IC50,2012.0,9,,Inhibition of human ERG by electrophysiology assay
CHEMBL2040072,1,1,INH,2012.0,9,,Inhibition of human ERG
CHEMBL877203,1,1,IC50,2002.0,8,,K+ channel blocking activity in Chinese hamster ovary cells expressing HERG Kv11.1
CHEMBL882589,1,1,IC50,2005.0,9,,Inhibition of human potassium channel HERG
CHEMBL882919,1,1,IC50,2005.0,9,,Inhibitory concentration against Potassium channel hERG
CHEMBL1833187,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL1837312,1,1,Inhibition,2011.0,9,,Inhibition of human ERG at 30 uM
CHEMBL1819703,1,1,Inhibition,2011.0,9,,Inhibition of human ERG at 10 uM by manual patch clamp assay
CHEMBL1820160,1,1,IC50,2011.0,9,HEK293,Inhibition of human ERG expressed in human HEK293 cells by patch-clamp electrophysiology
CHEMBL2032625,1,1,IC50,2012.0,9,,Inhibition of human Erg
CHEMBL2032963,1,1,IC50,2011.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL2034070,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM
CHEMBL2034479,1,1,IC50,2012.0,9,,Inhibition of human ERG
CHEMBL2024791,1,1,IC50,2012.0,9,,Inhibition of human Erg by patch clamp assay in absence of plasma protein
CHEMBL2024833,1,1,IC50,2012.0,9,,Inhibition of human ERG by electrophysiology assay
CHEMBL889158,1,1,IC50,2007.0,9,,Inhibition of hERG at 10 uM
CHEMBL889269,1,1,IC50,2007.0,9,,Inhibition of hERG by patch clamp assay
CHEMBL889308,1,1,Inhibition,2007.0,9,HEK293,Inhibition of hERG expressed in HEK293 cells at 3 nM by whole-cell patch clamp method
CHEMBL889309,1,1,Inhibition,2007.0,9,HEK293,Inhibition of hERG expressed in HEK293 cells at 25 nM by whole-cell patch clamp method
CHEMBL870536,1,1,IC50,2006.0,9,,Inhibition of hERG
CHEMBL875385,1,1,IC50,2002.0,9,,K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1
CHEMBL2026856,1,1,IC50,2012.0,9,,Inhibition of human ERG by electrophysiology assay
CHEMBL2014637,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM by efflux assay
CHEMBL2016219,1,1,IC50,2012.0,9,CHO,Inhibition of human Erg expressed CHO cells
CHEMBL2019592,1,1,Ki,2012.0,9,,Displacement of [3H]dofetilide from human ERG
CHEMBL2019938,1,1,IC50,2011.0,9,,Inhibition of human ERG
CHEMBL2020267,1,1,IC50,2011.0,9,,Displacement of dofetilide from human ERG
CHEMBL2020788,1,1,IC50,2012.0,9,HEK293,Inhibition of human Erg expressed in HEK293 cells by whole cell patch clamp assay
CHEMBL890380,1,1,IC50,2007.0,9,,Inhibition of hERG by patch clamp method
CHEMBL895731,1,1,IC50,2007.0,9,,Inhibition of hERG
CHEMBL896000,1,1,Inhibition,2007.0,9,,Inhibition of hERG at 20 uM by rubidium efflux assay
CHEMBL899444,1,1,Ki,2007.0,9,,Binding affinity to human ERG
CHEMBL899477,1,1,IC50,2007.0,9,HEK293,Binding affinity to human ERG in HEK cells
CHEMBL899478,1,1,Activity,2007.0,9,,Inhibition of human ERG assessed as blockade of Ikr current at 7uM by patch clamp assay
CHEMBL887107,1,1,Inhibition,2007.0,9,,Inhibition of hERG at 10 uM
CHEMBL888452,1,1,Inhibition,2007.0,9,,Inhibition of hERG at 30 uM by patch clamp method
CHEMBL1832757,1,1,IC50,2011.0,9,,Inhibition of human ERG by patch express assay
CHEMBL1954706,1,1,INH,2012.0,9,,Inhibition of human Erg by electrophysiology assay
CHEMBL1954756,1,1,INH,2011.0,9,,Inhibition of human ERG
CHEMBL1955663,1,1,Inhibition,2012.0,9,,Inhibition of human ERG at 10 uM by patch-clamp assay
CHEMBL1959689,1,1,Inhibition,2012.0,9,,Inhibition of human ERG up to 25 uM
CHEMBL1961177,1,1,IC50,2012.0,9,,Inhibition of human ERG by patch-clamp assay
CHEMBL2013260,1,1,Inhibition,2012.0,9,,Inhibition of human Erg up to 25 uM
CHEMBL2014232,1,1,Inhibition,2012.0,9,HEK293,Inhibition of human Erg expressed in HEK293 cells up to 30 uM by patch clamp assay
CHEMBL903549,1,1,Inhibition,2007.0,9,,Inhibition of hERG-mediated current amplitude at 1 uM
CHEMBL1024839,1,1,IC50,2008.0,9,,Inhibition of human ERG by manual electrophysiology
CHEMBL1025211,1,1,IC50,2009.0,9,HEK293,Displacement of radiolabeled MK-499 from human ERG expressed in HEK293 cells coexpressing IKr channel protein
CHEMBL1027291,1,1,Activity,2009.0,9,,Inhibition of human ERG at < 10 uM
CHEMBL889316,1,1,Inhibition,2007.0,9,HEK293,Inhibition of hERG expressed in HEK293 cells at 1000 nM by whole-cell patch clamp method
CHEMBL889970,1,1,Activity,2007.0,9,,Inhibition of human ERG channel
CHEMBL1820254,1,1,Inhibition,2011.0,9,HEK293,Inhibition of human ERG V659A mutant channel expressed in HEK293 cells assessed decrease in blockade of potassium tail current at 1 mM by whole-cell patch clamp technique
CHEMBL1820405,1,1,Inhibition,2011.0,9,,Inhibition of human ERG at 30 uM by manual patch clamp assay
CHEMBL2026855,1,1,IC50,2012.0,9,,Binding affinity to human ERG
CHEMBL921541,1,1,Activity,2007.0,9,Oocyte,Effect on human ERG1 G628C/S631C mutant expressed in Xenopus laevis oocytes at 3 uM by two electrode voltage clamp technique
CHEMBL921542,1,1,Activity,2007.0,9,Oocyte,Effect on human ERG1 G628C/N588K mutant expressed in Xenopus laevis oocytes assessed as current magnitude at 3 uM by two electrode voltage clamp technique
